Date/time,Location,Picture Name,Predicted NO2
2021-04-17 03:27:19.008825,"(0.4004024565219879, -3.0064077377319336)",bergson_img_2021-04-17_03:26:56.jpg,low
2021-04-17 03:27:40.010836,"(0.38285043835639954, -2.9907419681549072)",bergson_img_2021-04-17_03:27:19.jpg,low
2021-04-17 03:28:00.879218,"(0.3660401999950409, -2.976047992706299)",bergson_img_2021-04-17_03:27:40.jpg,low
2021-04-17 03:28:23.127307,"(0.3466024696826935, -2.9594061374664307)",bergson_img_2021-04-17_03:28:00.jpg,low
2021-04-17 03:28:43.945784,"(0.32961398363113403, -2.9451444149017334)",bergson_img_2021-04-17_03:28:23.jpg,low
2021-04-17 03:29:06.151137,"(0.3099851906299591, -2.9289684295654297)",bergson_img_2021-04-17_03:28:43.jpg,low
2021-04-17 03:29:27.125751,"(0.29198336601257324, -2.914395332336426)",bergson_img_2021-04-17_03:29:06.jpg,low
2021-04-17 03:29:47.963033,"(0.27477309107780457, -2.9006783962249756)",bergson_img_2021-04-17_03:29:27.jpg,low
2021-04-17 03:30:10.694577,"(0.25490817427635193, -2.885085344314575)",bergson_img_2021-04-17_03:29:47.jpg,low
2021-04-17 03:30:31.678639,"(0.23670782148838043, -2.871004819869995)",bergson_img_2021-04-17_03:30:10.jpg,low
2021-04-17 03:30:52.416307,"(0.21845263242721558, -2.8570616245269775)",bergson_img_2021-04-17_03:30:31.jpg,low
2021-04-17 03:31:14.367242,"(0.19927464425563812, -2.8425889015197754)",bergson_img_2021-04-17_03:30:52.jpg,low
2021-04-17 03:31:34.836254,"(0.181797057390213, -2.829540491104126)",bergson_img_2021-04-17_03:31:14.jpg,low
2021-04-17 03:31:55.708537,"(0.16340598464012146, -2.8159401416778564)",bergson_img_2021-04-17_03:31:34.jpg,low
2021-04-17 03:32:18.191599,"(0.14322201907634735, -2.801149606704712)",bergson_img_2021-04-17_03:31:55.jpg,low
2021-04-17 03:32:39.178875,"(0.12476018071174622, -2.7877297401428223)",bergson_img_2021-04-17_03:32:18.jpg,low
2021-04-17 03:33:00.110194,"(0.10627126693725586, -2.7743794918060303)",bergson_img_2021-04-17_03:32:39.jpg,low
2021-04-17 03:33:22.542841,"(0.08687750995159149, -2.7604568004608154)",bergson_img_2021-04-17_03:33:00.jpg,low
2021-04-17 03:33:43.543954,"(0.0683462992310524, -2.7472164630889893)",bergson_img_2021-04-17_03:33:22.jpg,low
2021-04-17 03:34:05.962732,"(0.048917315900325775, -2.7333860397338867)",bergson_img_2021-04-17_03:33:43.jpg,low
2021-04-17 03:34:27.167051,"(0.02947726845741272, -2.719585418701172)",bergson_img_2021-04-17_03:34:05.jpg,low
2021-04-17 03:34:48.138340,"(0.010914805345237255, -2.7064292430877686)",bergson_img_2021-04-17_03:34:27.jpg,low
2021-04-17 03:35:10.561018,"(-0.008533461950719357, -2.6926534175872803)",bergson_img_2021-04-17_03:34:48.jpg,low
2021-04-17 03:35:31.562457,"(-0.02709532529115677, -2.679499387741089)",bergson_img_2021-04-17_03:35:10.jpg,low
2021-04-17 03:35:52.670590,"(-0.04565076157450676, -2.6663312911987305)",bergson_img_2021-04-17_03:35:31.jpg,low
2021-04-17 03:36:15.087740,"(-0.06596122682094574, -2.6518802642822266)",bergson_img_2021-04-17_03:35:52.jpg,low
2021-04-17 03:36:36.015420,"(-0.08449006825685501, -2.6386489868164062)",bergson_img_2021-04-17_03:36:15.jpg,low
2021-04-17 03:36:57.114914,"(-0.10299988836050034, -2.6253714561462402)",bergson_img_2021-04-17_03:36:36.jpg,low
2021-04-17 03:37:19.352291,"(-0.12236620485782623, -2.611401319503784)",bergson_img_2021-04-17_03:36:57.jpg,low
2021-04-17 03:37:40.381717,"(-0.1408240646123886, -2.5979974269866943)",bergson_img_2021-04-17_03:37:19.jpg,low
2021-04-17 03:38:01.332693,"(-0.15925006568431854, -2.5845155715942383)",bergson_img_2021-04-17_03:37:40.jpg,low
2021-04-17 03:38:23.128139,"(-0.17851459980010986, -2.570296287536621)",bergson_img_2021-04-17_03:38:01.jpg,low
2021-04-17 03:38:44.290552,"(-0.19686168432235718, -2.5566213130950928)",bergson_img_2021-04-17_03:38:23.jpg,low
2021-04-17 03:39:06.614724,"(-0.21603365242481232, -2.542175531387329)",bergson_img_2021-04-17_03:38:44.jpg,low
2021-04-17 03:39:27.384478,"(-0.2342827171087265, -2.5282604694366455)",bergson_img_2021-04-17_03:39:06.jpg,low
2021-04-17 03:39:48.251428,"(-0.25247669219970703, -2.5142109394073486)",bergson_img_2021-04-17_03:39:27.jpg,low
2021-04-17 03:40:11.157326,"(-0.2723343074321747, -2.498655080795288)",bergson_img_2021-04-17_03:39:48.jpg,low
2021-04-17 03:40:32.053323,"(-0.2903965711593628, -2.4842848777770996)",bergson_img_2021-04-17_03:40:11.jpg,low
2021-04-17 03:40:53.041597,"(-0.3083879053592682, -2.469743013381958)",bergson_img_2021-04-17_03:40:32.jpg,low
2021-04-17 03:41:15.294847,"(-0.32715392112731934, -2.454310178756714)",bergson_img_2021-04-17_03:40:53.jpg,low
2021-04-17 03:41:36.042732,"(-0.34498271346092224, -2.4393763542175293)",bergson_img_2021-04-17_03:41:15.jpg,low
2021-04-17 03:41:56.976140,"(-0.3618805706501007, -2.424957275390625)",bergson_img_2021-04-17_03:41:36.jpg,low
2021-04-17 03:42:19.294088,"(-0.38120731711387634, -2.4081227779388428)",bergson_img_2021-04-17_03:41:56.jpg,low
2021-04-17 03:42:40.201174,"(-0.3987478017807007, -2.3925013542175293)",bergson_img_2021-04-17_03:42:19.jpg,low
2021-04-17 03:43:01.023471,"(-0.4161806106567383, -2.3766255378723145)",bergson_img_2021-04-17_03:42:40.jpg,low
2021-04-17 03:43:22.869284,"(-0.43349871039390564, -2.360480546951294)",bergson_img_2021-04-17_03:43:01.jpg,low
2021-04-17 03:43:43.619247,"(-0.4506949186325073, -2.3440511226654053)",bergson_img_2021-04-17_03:43:22.jpg,low
2021-04-17 03:44:05.903805,"(-0.4685709774494171, -2.326517343521118)",bergson_img_2021-04-17_03:43:43.jpg,low
2021-04-17 03:44:26.614502,"(-0.4854935109615326, -2.3094565868377686)",bergson_img_2021-04-17_03:44:05.jpg,low
2021-04-17 03:44:47.376115,"(-0.5022698640823364, -2.292062282562256)",bergson_img_2021-04-17_03:44:26.jpg,low
2021-04-17 03:45:09.796409,"(-0.5196788907051086, -2.2734642028808594)",bergson_img_2021-04-17_03:44:47.jpg,low
2021-04-17 03:45:30.549131,"(-0.5361284613609314, -2.2553346157073975)",bergson_img_2021-04-17_03:45:09.jpg,low
2021-04-17 03:45:51.392901,"(-0.5524039268493652, -2.2368195056915283)",bergson_img_2021-04-17_03:45:30.jpg,low
2021-04-17 03:46:13.677222,"(-0.5692569017410278, -2.216989040374756)",bergson_img_2021-04-17_03:45:51.jpg,low
2021-04-17 03:46:34.538222,"(-0.5851442217826843, -2.197627544403076)",bergson_img_2021-04-17_03:46:13.jpg,low
2021-04-17 03:46:55.308873,"(-0.6008253693580627, -2.1778247356414795)",bergson_img_2021-04-17_03:46:34.jpg,low
2021-04-17 03:47:17.498862,"(-0.6170194745063782, -2.156585216522217)",bergson_img_2021-04-17_03:46:55.jpg,low
2021-04-17 03:47:38.414624,"(-0.6322417259216309, -2.135820150375366)",bergson_img_2021-04-17_03:47:17.jpg,low
2021-04-17 03:47:59.181489,"(-0.6472206711769104, -2.1145565509796143)",bergson_img_2021-04-17_03:47:38.jpg,low
2021-04-17 03:48:21.478456,"(-0.6626375317573547, -2.0917253494262695)",bergson_img_2021-04-17_03:47:59.jpg,low
2021-04-17 03:48:42.378246,"(-0.6770762205123901, -2.069382905960083)",bergson_img_2021-04-17_03:48:21.jpg,low
2021-04-17 03:49:04.683622,"(-0.6918957829475403, -2.0453810691833496)",bergson_img_2021-04-17_03:48:42.jpg,low
2021-04-17 03:49:25.579223,"(-0.705733060836792, -2.021883726119995)",bergson_img_2021-04-17_03:49:04.jpg,low
2021-04-17 03:49:46.311149,"(-0.71925288438797, -1.9977961778640747)",bergson_img_2021-04-17_03:49:25.jpg,low
2021-04-17 03:50:09.104268,"(-0.733676552772522, -1.9707188606262207)",bergson_img_2021-04-17_03:49:46.jpg,low
2021-04-17 03:50:29.860600,"(-0.7458757758140564, -1.946567416191101)",bergson_img_2021-04-17_03:50:09.jpg,low
2021-04-17 03:50:50.706904,"(-0.7583240270614624, -1.9205889701843262)",bergson_img_2021-04-17_03:50:29.jpg,low
2021-04-17 03:51:12.898921,"(-0.7709489464759827, -1.8926805257797241)",bergson_img_2021-04-17_03:50:50.jpg,low
2021-04-17 03:51:33.611214,"(-0.7825833559036255, -1.8653695583343506)",bergson_img_2021-04-17_03:51:12.jpg,low
2021-04-17 03:51:54.137525,"(-0.7937913537025452, -1.8373963832855225)",bergson_img_2021-04-17_03:51:33.jpg,low
2021-04-17 03:52:16.196097,"(-0.8050543069839478, -1.8073763847351074)",bergson_img_2021-04-17_03:51:54.jpg,low
2021-04-17 03:52:36.841320,"(-0.8148494362831116, -1.7794501781463623)",bergson_img_2021-04-17_03:52:16.jpg,low
2021-04-17 03:52:57.530784,"(-0.8246597051620483, -1.749479055404663)",bergson_img_2021-04-17_03:52:36.jpg,low
2021-04-17 03:53:19.610868,"(-0.834394097328186, -1.71737539768219)",bergson_img_2021-04-17_03:52:57.jpg,low
2021-04-17 03:53:40.347729,"(-0.8431468605995178, -1.6860688924789429)",bergson_img_2021-04-17_03:53:19.jpg,low
2021-04-17 03:54:01.102783,"(-0.8513527512550354, -1.6541316509246826)",bergson_img_2021-04-17_03:53:40.jpg,low
2021-04-17 03:54:23.314946,"(-0.8593416213989258, -1.6200191974639893)",bergson_img_2021-04-17_03:54:01.jpg,low
2021-04-17 03:54:44.111234,"(-0.8663675785064697, -1.5868592262268066)",bergson_img_2021-04-17_03:54:23.jpg,low
2021-04-17 03:55:06.387751,"(-0.8730796575546265, -1.551527738571167)",bergson_img_2021-04-17_03:54:44.jpg,low
2021-04-17 03:55:27.196166,"(-0.8788496851921082, -1.5172743797302246)",bergson_img_2021-04-17_03:55:06.jpg,low
2021-04-17 03:55:47.995788,"(-0.883751630783081, -1.4842112064361572)",bergson_img_2021-04-17_03:55:27.jpg,low
2021-04-17 03:56:10.248607,"(-0.8886564373970032, -1.4457097053527832)",bergson_img_2021-04-17_03:55:47.jpg,low
2021-04-17 03:56:31.173091,"(-0.8924363255500793, -1.410163402557373)",bergson_img_2021-04-17_03:56:10.jpg,low
2021-04-17 03:56:51.946402,"(-0.8954057097434998, -1.3760136365890503)",bergson_img_2021-04-17_03:56:31.jpg,low
2021-04-17 03:57:14.198153,"(-0.8980489373207092, -1.3364520072937012)",bergson_img_2021-04-17_03:56:51.jpg,low
2021-04-17 03:57:34.793377,"(-0.8996691703796387, -1.3018602132797241)",bergson_img_2021-04-17_03:57:14.jpg,low
2021-04-17 03:57:55.650741,"(-0.9006859660148621, -1.2654125690460205)",bergson_img_2021-04-17_03:57:34.jpg,low
2021-04-17 03:58:17.883416,"(-0.9009957313537598, -1.227162480354309)",bergson_img_2021-04-17_03:57:55.jpg,low
2021-04-17 03:58:38.717255,"(-0.9005693793296814, -1.1906574964523315)",bergson_img_2021-04-17_03:58:17.jpg,low
2021-04-17 03:58:59.578062,"(-0.8994391560554504, -1.154227375984192)",bergson_img_2021-04-17_03:58:38.jpg,low
2021-04-17 03:59:21.914024,"(-0.8975040912628174, -1.1162152290344238)",bergson_img_2021-04-17_03:58:59.jpg,low
2021-04-17 03:59:42.810921,"(-0.894946277141571, -1.0801441669464111)",bergson_img_2021-04-17_03:59:21.jpg,low
2021-04-17 04:00:05.470627,"(-0.8913580775260925, -1.0409512519836426)",bergson_img_2021-04-17_03:59:42.jpg,low
2021-04-17 04:00:26.368909,"(-0.8873743414878845, -1.0055159330368042)",bergson_img_2021-04-17_04:00:05.jpg,low
2021-04-17 04:00:47.332592,"(-0.8827276229858398, -0.9704704880714417)",bergson_img_2021-04-17_04:00:26.jpg,low
2021-04-17 04:01:09.548449,"(-0.8771634101867676, -0.934228777885437)",bergson_img_2021-04-17_04:00:47.jpg,low
2021-04-17 04:01:30.550280,"(-0.8712033629417419, -0.900132417678833)",bergson_img_2021-04-17_04:01:09.jpg,low
2021-04-17 04:01:51.437423,"(-0.8646262884140015, -0.8665629625320435)",bergson_img_2021-04-17_04:01:30.jpg,low
2021-04-17 04:02:13.693740,"(-0.8570933938026428, -0.8319979310035706)",bergson_img_2021-04-17_04:01:51.jpg,low
2021-04-17 04:02:34.575028,"(-0.8493085503578186, -0.7996100187301636)",bergson_img_2021-04-17_04:02:13.jpg,low
2021-04-17 04:02:55.400772,"(-0.8409627079963684, -0.7678384780883789)",bergson_img_2021-04-17_04:02:34.jpg,low
2021-04-17 04:03:17.662600,"(-0.8316389918327332, -0.7352359294891357)",bergson_img_2021-04-17_04:02:55.jpg,low
2021-04-17 04:03:38.595024,"(-0.8222057819366455, -0.7047809958457947)",bergson_img_2021-04-17_04:03:17.jpg,low
2021-04-17 04:03:59.402707,"(-0.8122721314430237, -0.6749861240386963)",bergson_img_2021-04-17_04:03:38.jpg,low
2021-04-17 04:04:21.707669,"(-0.8013505339622498, -0.6444863080978394)",bergson_img_2021-04-17_04:03:59.jpg,low
2021-04-17 04:04:42.602698,"(-0.790454626083374, -0.6160560846328735)",bergson_img_2021-04-17_04:04:21.jpg,low
2021-04-17 04:05:04.862332,"(-0.778568685054779, -0.58698570728302)",bergson_img_2021-04-17_04:04:42.jpg,low
2021-04-17 04:05:25.674074,"(-0.766793429851532, -0.5599127411842346)",bergson_img_2021-04-17_04:05:04.jpg,low
2021-04-17 04:05:46.635225,"(-0.7546178698539734, -0.5334924459457397)",bergson_img_2021-04-17_04:05:25.jpg,low
2021-04-17 04:06:08.837869,"(-0.7414533495903015, -0.5065030455589294)",bergson_img_2021-04-17_04:05:46.jpg,low
2021-04-17 04:06:29.772969,"(-0.7285155057907104, -0.4813856780529022)",bergson_img_2021-04-17_04:06:08.jpg,low
2021-04-17 04:06:50.614929,"(-0.7152321934700012, -0.45688462257385254)",bergson_img_2021-04-17_04:06:29.jpg,low
2021-04-17 04:07:12.961175,"(-0.7009642720222473, -0.43186143040657043)",bergson_img_2021-04-17_04:06:50.jpg,low
2021-04-17 04:07:33.704714,"(-0.6870256662368774, -0.40857401490211487)",bergson_img_2021-04-17_04:07:12.jpg,low
2021-04-17 04:07:54.583042,"(-0.6727911233901978, -0.38585367798805237)",bergson_img_2021-04-17_04:07:33.jpg,low
2021-04-17 04:08:16.859047,"(-0.6575776934623718, -0.36264026165008545)",bergson_img_2021-04-17_04:07:54.jpg,low
2021-04-17 04:08:37.649983,"(-0.6427833437919617, -0.34102505445480347)",bergson_img_2021-04-17_04:08:16.jpg,low
2021-04-17 04:08:58.458236,"(-0.6277368068695068, -0.3199214041233063)",bergson_img_2021-04-17_04:08:37.jpg,low
2021-04-17 04:09:20.753081,"(-0.6117176413536072, -0.2983410358428955)",bergson_img_2021-04-17_04:08:58.jpg,low
2021-04-17 04:09:41.547543,"(-0.5961951613426208, -0.27822622656822205)",bergson_img_2021-04-17_04:09:20.jpg,low
2021-04-17 04:10:03.827470,"(-0.5797043442726135, -0.2576405107975006)",bergson_img_2021-04-17_04:09:41.jpg,low
2021-04-17 04:10:24.946194,"(-0.5637561082839966, -0.23843592405319214)",bergson_img_2021-04-17_04:10:03.jpg,low
2021-04-17 04:10:45.775954,"(-0.5476167798042297, -0.21964772045612335)",bergson_img_2021-04-17_04:10:24.jpg,low
2021-04-17 04:11:08.032975,"(-0.529733419418335, -0.19952641427516937)",bergson_img_2021-04-17_04:10:45.jpg,low
2021-04-17 04:11:28.974972,"(-0.5140165686607361, -0.1823996901512146)",bergson_img_2021-04-17_04:11:08.jpg,low
2021-04-17 04:11:49.923464,"(-0.49735695123672485, -0.16476981341838837)",bergson_img_2021-04-17_04:11:28.jpg,low
2021-04-17 04:12:12.234841,"(-0.47893664240837097, -0.1458560675382614)",bergson_img_2021-04-17_04:11:49.jpg,low
2021-04-17 04:12:33.045855,"(-0.46196848154067993, -0.1289297491312027)",bergson_img_2021-04-17_04:12:12.jpg,low
2021-04-17 04:12:53.834046,"(-0.4456832706928253, -0.11309823393821716)",bergson_img_2021-04-17_04:12:33.jpg,low
2021-04-17 04:13:15.946496,"(-0.4276367425918579, -0.09599233418703079)",bergson_img_2021-04-17_04:12:53.jpg,low
2021-04-17 04:13:36.938457,"(-0.41028842329978943, -0.07994987070560455)",bergson_img_2021-04-17_04:13:15.jpg,low
2021-04-17 04:13:57.777447,"(-0.3928280770778656, -0.06417133659124374)",bergson_img_2021-04-17_04:13:36.jpg,low
2021-04-17 04:14:20.154812,"(-0.3735843896865845, -0.04717555269598961)",bergson_img_2021-04-17_04:13:57.jpg,low
2021-04-17 04:14:40.901932,"(-0.356754869222641, -0.03262506052851677)",bergson_img_2021-04-17_04:14:20.jpg,low
2021-04-17 04:15:01.807002,"(-0.3389941155910492, -0.01756196655333042)",bergson_img_2021-04-17_04:14:40.jpg,low
2021-04-17 04:15:23.549135,"(-0.3202954828739166, -0.0020032180473208427)",bergson_img_2021-04-17_04:15:01.jpg,low
2021-04-17 04:15:44.361136,"(-0.3023648262023926, 0.01265047024935484)",bergson_img_2021-04-17_04:15:23.jpg,low
2021-04-17 04:16:06.639427,"(-0.28350067138671875, 0.02780890464782715)",bergson_img_2021-04-17_04:15:44.jpg,low
2021-04-17 04:16:27.487746,"(-0.2654235363006592, 0.042107079178094864)",bergson_img_2021-04-17_04:16:06.jpg,low
2021-04-17 04:16:48.377273,"(-0.24728289246559143, 0.056250423192977905)",bergson_img_2021-04-17_04:16:27.jpg,low
2021-04-17 04:17:11.165208,"(-0.22734765708446503, 0.07157723605632782)",bergson_img_2021-04-17_04:16:48.jpg,low
2021-04-17 04:17:31.941610,"(-0.20996062457561493, 0.08477753400802612)",bergson_img_2021-04-17_04:17:11.jpg,low
2021-04-17 04:17:52.795941,"(-0.19165687263011932, 0.09852167218923569)",bergson_img_2021-04-17_04:17:31.jpg,low
2021-04-17 04:18:14.981695,"(-0.17243438959121704, 0.11280470341444016)",bergson_img_2021-04-17_04:17:52.jpg,low
2021-04-17 04:18:35.894268,"(-0.15404538810253143, 0.1263396292924881)",bergson_img_2021-04-17_04:18:14.jpg,low
2021-04-17 04:18:56.896294,"(-0.13562150299549103, 0.13978901505470276)",bergson_img_2021-04-17_04:18:35.jpg,low
2021-04-17 04:19:19.440100,"(-0.11540805548429489, 0.15443378686904907)",bergson_img_2021-04-17_04:18:56.jpg,low
2021-04-17 04:19:40.397148,"(-0.09692501276731491, 0.1677384227514267)",bergson_img_2021-04-17_04:19:19.jpg,low
2021-04-17 04:20:01.317808,"(-0.0784202292561531, 0.18099015951156616)",bergson_img_2021-04-17_04:19:40.jpg,low
2021-04-17 04:20:24.093764,"(-0.05813301354646683, 0.19545550644397736)",bergson_img_2021-04-17_04:20:01.jpg,low
2021-04-17 04:20:44.974272,"(-0.040478937327861786, 0.20800301432609558)",bergson_img_2021-04-17_04:20:24.jpg,low
2021-04-17 04:21:07.289442,"(-0.020166520029306412, 0.22240890562534332)",bergson_img_2021-04-17_04:20:44.jpg,low
2021-04-17 04:21:28.106994,"(-0.0016151247546076775, 0.23555070161819458)",bergson_img_2021-04-17_04:21:07.jpg,low
2021-04-17 04:21:48.857478,"(0.01605377160012722, 0.24806612730026245)",bergson_img_2021-04-17_04:21:28.jpg,low
2021-04-17 04:22:11.060503,"(0.036369506269693375, 0.26246973872184753)",bergson_img_2021-04-17_04:21:48.jpg,low
2021-04-17 04:22:31.744082,"(0.054028406739234924, 0.27501389384269714)",bergson_img_2021-04-17_04:22:11.jpg,low
2021-04-17 04:22:52.623080,"(0.07255928218364716, 0.28821471333503723)",bergson_img_2021-04-17_04:22:31.jpg,low
2021-04-17 04:23:14.696041,"(0.09195616096258163, 0.3020874261856079)",bergson_img_2021-04-17_04:22:52.jpg,low
2021-04-17 04:23:35.539001,"(0.11045140773057938, 0.31538164615631104)",bergson_img_2021-04-17_04:23:14.jpg,low
2021-04-17 04:23:56.538878,"(0.1289229393005371, 0.3287372589111328)",bergson_img_2021-04-17_04:23:35.jpg,low
2021-04-17 04:24:18.900767,"(0.1482440084218979, 0.34280622005462646)",bergson_img_2021-04-17_04:23:56.jpg,low
2021-04-17 04:24:39.558146,"(0.16665367782115936, 0.3563205897808075)",bergson_img_2021-04-17_04:24:18.jpg,low
2021-04-17 04:25:00.603851,"(0.18502649664878845, 0.36992892622947693)",bergson_img_2021-04-17_04:24:39.jpg,low
2021-04-17 04:25:22.954083,"(0.20422978699207306, 0.3842979967594147)",bergson_img_2021-04-17_04:25:00.jpg,low
2021-04-17 04:25:43.740367,"(0.22251300513744354, 0.39813318848609924)",bergson_img_2021-04-17_04:25:22.jpg,low
2021-04-17 04:26:06.018787,"(0.24247890710830688, 0.41343340277671814)",bergson_img_2021-04-17_04:25:43.jpg,low
2021-04-17 04:26:26.869018,"(0.2597859799861908, 0.42687472701072693)",bergson_img_2021-04-17_04:26:06.jpg,low
2021-04-17 04:26:47.835253,"(0.27789872884750366, 0.44113689661026)",bergson_img_2021-04-17_04:26:26.jpg,low
2021-04-17 04:27:10.276116,"(0.29766038060188293, 0.4569464921951294)",bergson_img_2021-04-17_04:26:47.jpg,low
2021-04-17 04:27:31.161337,"(0.3156282901763916, 0.47156745195388794)",bergson_img_2021-04-17_04:27:10.jpg,low
2021-04-17 04:27:51.878942,"(0.3326684832572937, 0.48566949367523193)",bergson_img_2021-04-17_04:27:31.jpg,low
2021-04-17 04:28:14.131487,"(0.3521711528301239, 0.5021156668663025)",bergson_img_2021-04-17_04:27:51.jpg,low
2021-04-17 04:28:35.035401,"(0.3698841631412506, 0.5173599123954773)",bergson_img_2021-04-17_04:28:14.jpg,low
2021-04-17 04:28:56.030612,"(0.38750118017196655, 0.5328362584114075)",bergson_img_2021-04-17_04:28:35.jpg,low
2021-04-17 04:29:18.171905,"(0.40584707260131836, 0.549314022064209)",bergson_img_2021-04-17_04:28:56.jpg,low
2021-04-17 04:29:39.074644,"(0.4232468903064728, 0.565310537815094)",bergson_img_2021-04-17_04:29:18.jpg,low
2021-04-17 04:29:59.875643,"(0.43970975279808044, 0.580802321434021)",bergson_img_2021-04-17_04:29:39.jpg,low
2021-04-17 04:30:22.684458,"(0.45850276947021484, 0.5989456176757812)",bergson_img_2021-04-17_04:29:59.jpg,low
2021-04-17 04:30:43.504538,"(0.4755232632160187, 0.6158342361450195)",bergson_img_2021-04-17_04:30:22.jpg,low
2021-04-17 04:31:05.806339,"(0.49320340156555176, 0.6338761448860168)",bergson_img_2021-04-17_04:30:43.jpg,low
2021-04-17 04:31:26.734825,"(0.5099270939826965, 0.6514485478401184)",bergson_img_2021-04-17_04:31:05.jpg,low
2021-04-17 04:31:47.504987,"(0.5264923572540283, 0.669380784034729)",bergson_img_2021-04-17_04:31:26.jpg,low
2021-04-17 04:32:09.839894,"(0.5436663031578064, 0.6885719299316406)",bergson_img_2021-04-17_04:31:47.jpg,low
2021-04-17 04:32:30.951656,"(0.5598773956298828, 0.7072958946228027)",bergson_img_2021-04-17_04:32:09.jpg,low
2021-04-17 04:32:51.775776,"(0.5759000182151794, 0.7264341711997986)",bergson_img_2021-04-17_04:32:30.jpg,low
2021-04-17 04:33:14.208246,"(0.593219518661499, 0.7478923201560974)",bergson_img_2021-04-17_04:32:51.jpg,low
2021-04-17 04:33:35.019162,"(0.6088114976882935, 0.7679587602615356)",bergson_img_2021-04-17_04:33:14.jpg,low
2021-04-17 04:33:55.768768,"(0.6234531402587891, 0.7875082492828369)",bergson_img_2021-04-17_04:33:35.jpg,low
2021-04-17 04:34:18.183265,"(0.6400260329246521, 0.8105408549308777)",bergson_img_2021-04-17_04:33:55.jpg,low
2021-04-17 04:34:39.232655,"(0.6548962593078613, 0.832105278968811)",bergson_img_2021-04-17_04:34:18.jpg,low
2021-04-17 04:35:00.027945,"(0.6695027351379395, 0.8541993498802185)",bergson_img_2021-04-17_04:34:39.jpg,low
2021-04-17 04:35:22.471058,"(0.6845061182975769, 0.8779338002204895)",bergson_img_2021-04-17_04:35:00.jpg,low
2021-04-17 04:35:43.224636,"(0.6985268592834473, 0.9011697173118591)",bergson_img_2021-04-17_04:35:22.jpg,low
2021-04-17 04:36:05.552353,"(0.7128829956054688, 0.9261392951011658)",bergson_img_2021-04-17_04:35:43.jpg,low
2021-04-17 04:36:26.529104,"(0.7262524962425232, 0.9505897164344788)",bergson_img_2021-04-17_04:36:05.jpg,low
2021-04-17 04:36:47.353915,"(0.7392784953117371, 0.9756574034690857)",bergson_img_2021-04-17_04:36:26.jpg,low
2021-04-17 04:37:09.603019,"(0.7525372505187988, 1.002596139907837)",bergson_img_2021-04-17_04:36:47.jpg,low
2021-04-17 04:37:30.338605,"(0.7648046612739563, 1.0289698839187622)",bergson_img_2021-04-17_04:37:09.jpg,low
2021-04-17 04:37:51.211899,"(0.776673436164856, 1.0559983253479004)",bergson_img_2021-04-17_04:37:30.jpg,low
2021-04-17 04:38:13.298507,"(0.7886589765548706, 1.0850250720977783)",bergson_img_2021-04-17_04:37:51.jpg,low
2021-04-17 04:38:34.268816,"(0.7996514439582825, 1.1134167909622192)",bergson_img_2021-04-17_04:38:13.jpg,low
2021-04-17 04:38:55.092065,"(0.8101857900619507, 1.142479658126831)",bergson_img_2021-04-17_04:38:34.jpg,low
2021-04-17 04:39:17.398093,"(0.8207084536552429, 1.1736449003219604)",bergson_img_2021-04-17_04:38:55.jpg,low
2021-04-17 04:39:38.288316,"(0.8302417397499084, 1.204074501991272)",bergson_img_2021-04-17_04:39:17.jpg,low
2021-04-17 04:39:59.255953,"(0.8392552733421326, 1.2351598739624023)",bergson_img_2021-04-17_04:39:38.jpg,low
2021-04-17 04:40:22.340212,"(0.8485069274902344, 1.269942283630371)",bergson_img_2021-04-17_04:39:59.jpg,low
2021-04-17 04:40:43.496983,"(0.8563663363456726, 1.3023523092269897)",bergson_img_2021-04-17_04:40:22.jpg,low
2021-04-17 04:41:05.847338,"(0.8639764785766602, 1.3369470834732056)",bergson_img_2021-04-17_04:40:43.jpg,low
2021-04-17 04:41:26.968892,"(0.8706261515617371, 1.3705512285232544)",bergson_img_2021-04-17_04:41:05.jpg,low
2021-04-17 04:41:48.063614,"(0.8769289255142212, 1.4063270092010498)",bergson_img_2021-04-17_04:41:26.jpg,low
